"Category","Description","Data.Carbohydrate","Data.Fiber","Data.Kilocalories","Data.Protein","Data.Sugar Total","Data.Water","Data.Fat.Saturated Fat","Data.Fat.Total Lipid"
"MUSTARD","MUSTARD,PREPARED,YELLOW",5.33,3.299999952,67,4.37,0.860000014,82.65,0.248,4.01
"SALT","SALT,TABLE",0,0,0,0,0,0.2,0,0
"VINEGAR","VINEGAR,CIDER",0.93,0,21,0,0.400000006,93.81,0,0
"THYME","THYME,FRSH",24.45,14,101,5.56,0,65.11,0.467,1.68
"No Category","VANILLA EXTRACT",12.65,0,288,0.06,12.64999962,52.58,0.01,0.06
"VANILLA EXTRACT","VANILLA EXTRACT,IMITN,ALCOHOL",2.41,0,237,0.05,0,64.46,0,0
"VANILLA EXTRACT","VANILLA EXTRACT,IMITN,NO ALCOHOL",14.4,0,56,0.03,14.39999962,85.58,0,0
"VINEGAR","VINEGAR,DISTILLED",0.04,0,18,0,0.039999999,94.78,0,0
"CAPERS","CAPERS,CANNED",4.89,3.200000048,23,2.36,0.409999996,83.85,0.233,0.86
"HORSERADISH","HORSERADISH,PREPARED",11.29,3.299999952,48,1.18,7.989999771,85.08,0.09,0.69
"ROSEMARY","ROSEMARY,FRESH",20.7,14.10000038,131,3.31,0,67.77,2.838,5.86
"PEPPERMINT","PEPPERMINT,FRESH",14.89,8,70,3.75,0,78.65,0.246,0.94
"SPEARMINT","SPEARMINT,FRESH",8.41,6.800000191,44,3.29,0,85.55,0.191,0.73
"SPEARMINT","SPEARMINT,DRIED",52.04,29.79999924,285,19.93,0,11.3,1.577,6.03
"VINEGAR","VINEGAR,RED WINE",0.27,0,19,0.04,0,94.47,0,0
"VINEGAR","VINEGAR,BALSAMIC",17.03,0,88,0.49,14.94999981,76.45,0,0
"CAMPBELL SOUP CO","CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX",56.29,18.79999924,188,0,18.76000023,5.7,0,0
"BABYFOOD","BABYFOOD,MEAT,BF,STR",2.43,0,81,12.03,0,82.44,1.18,2.52
"BABYFOOD","BABYFOOD,MEAT,BF,STR",2.43,0,81,12.03,0,82.44,1.18,2.52
"BABYFOOD","BABYFOOD,MEAT,VEAL,STR",1.51,0,81,13.12,0,82.37,1.063,2.45
"BABYFOOD","BABYFOOD,MEAT,PORK,STR",0,0,124,14,0,78.4,2.4,7.1
"BABYFOOD","BABYFOOD,MEAT,HAM,STR",3.7,0,97,11.3,0,80.5,1.267,3.8
"BABYFOOD","BABYFOOD,MEAT,HAM,JUNIOR",3.7,0,97,11.3,0,80.5,1.271,3.8
"BABYFOOD","BABYFOOD,MEAT,LAMB,STR",0.85,0,87,14.07,0,81.06,1.65,3.41
"BABYFOOD","BABYFOOD,MEAT,LAMB,JUNIOR",0,0,112,15.2,0,79.6,2.56,5.2
"BABYFOOD","BABYFOOD,MEAT,CHICK,STR",0.1,0,130,13.7,0,77.5,2.03,7.9
"BABYFOOD","BABYFOOD,MEAT,CHICK,JR",0,0,146,14,0,76,2.47,9.6
"BABYFOOD","BABYFOOD,MEAT,CHICK STKS,JR",1.5,0.200000003,188,14.6,1.399999976,68.3,4.094,14.4
"BABYFOOD","BABYFOOD,MEAT,TURKEY,STR",1.4,0,111,11.5,0,80.32,1.641,6.2
"BABYFOOD","BABYFOOD,MEAT,TURKEY,JR",1.4,0,111,11.5,0,80.32,1.641,6.2
"BABYFOOD","BABYFOOD,MEAT,TURKEY STKS,JR",1.4,0.5,182,13.7,1.399999976,69.8,4.143,14.2
"BABYFOOD","BABYFOOD,MEAT,MEAT STKS,JR",1.1,0.200000003,184,13.4,0.800000012,69.5,5.82,14.6
"BABYFOOD","BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",7.7,0,48,2,0,88.9,0,0.9
"BABYFOOD","BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",8,0,48,2.1,0,88.6,0,0.8
"BABYFOOD","BABYFOOD,DINNER,BF LASAGNA,TODD",10,0,77,4.2,0,82.3,0,2.1
"BABYFOOD","BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",9.45,1.200000048,61,2.36,2.089999914,86.34,0.486,1.47
"BABYFOOD","BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",9.4,1.100000024,59,2.5,2.430000067,86.7,0.411,1.1
"BABYFOOD","BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",16.3,0.100000001,99,3.6,0.589999974,76.5,0.96,2.2
"BABYFOOD","BABYFOOD,DINNER,BF NOODLE,STR",8.18,1.299999952,63,2.44,1.419999957,86.84,0.937,2.26
"BABYFOOD","BABYFOOD,MACARONI&CHS,TODD",11.2,0.5,83,3.5,0.790000021,81.7,1.53,2.6
"BABYFOOD","BABYFOOD,DINNER,BF&RICE,TODD",8.8,0,82,5,0,81.9,0,2.9
"BABYFOOD","BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",11.42,1.100000024,68,2.57,2.720000029,84.17,0.543,1.37
"BABYFOOD","BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",10.8,0,75,5.3,0,81.6,0,1
"BABYFOOD","BABYFOOD,DINNER,BF STEW,TODD",5.5,1.100000024,51,5.1,1.389999986,86.9,0.58,1.2
"BABYFOOD","BABYFOOD,DINNER,VEG&BF,STR",8.84,1.299999952,77,2.21,2.339999914,84.94,1.367,3.6
"BABYFOOD","BABYFOOD,DINNER,VEG&BF,JR",8.84,1.299999952,77,2.21,2.339999914,84.94,1.367,3.6
"BABYFOOD","BABYFOOD,DINNER,BF W/VEG",6.36,1.799999952,96,2.03,2.160000086,84.3,2.84,6.93
"BABYFOOD","BABYFOOD,DINNER,VEG&BACON,STR",8.81,1.700000048,69,1.92,1.769999981,85.75,1.063,2.95
"BABYFOOD","BABYFOOD,DINNER,VEG&HAM,STR",7.8,1.600000024,59,2.19,1.370000005,87.47,0.764,2.14
"BABYFOOD","BABYFOOD,DINNER,VEG&HAM,JR",8.65,1,60,2.02,0.99000001,87,0.483,1.89
"BABYFOOD","BABYFOOD,DINNER,VEG&LAMB,STR",6.9,1.100000024,52,2,0.939999998,88.6,0.828,2
"BABYFOOD","BABYFOOD,DINNER,VEG&LAMB,JR",7.1,1.100000024,51,2.1,0.939999998,88.6,0.696,1.7
"BABYFOOD","BABYFOOD,DINNER,CHICK NOODLE,STR",9.08,2.099999905,66,2.69,2.5,85.64,0.595,2.06
"BABYFOOD","BABYFOOD,DINNER,CHICK NOODLE,JR",8.79,0.899999976,55,2.37,1.070000052,87.25,0.338,1.18
"BABYFOOD","BABYFOOD,DINNER,CHICK SOUP,STR",7.2,1.100000024,50,1.6,1.720000029,89.1,0.278,1.7
"BABYFOOD","BABYFOOD,DINNER,CHICK STEW,TODD",6.4,0.600000024,78,5.2,1.679999948,83.3,1.1,3.7
"BABYFOOD","BABYFOOD,DINNER,VEG CHICK,STR",8.42,2.099999905,59,2.47,1.580000043,86.9,0.496,1.73
"BABYFOOD","BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR",7.9,1.100000024,63,2,0,87.2,0,2.5
"BABYFOOD","BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",9.1,1.100000024,64,1.7,0,86.2,0,2.2
"BABYFOOD","BABYFOOD,DINNER,PASTA W/VEG",8.4,1.5,60,1.7,1.200000048,87.3,1.23,2.1
"BABYFOOD","BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR",6.8,1.100000024,44,1.2,0,90.3,0,1.2
"BABYFOOD","BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR",7.6,1.100000024,52,1.8,0,88.7,0,1.5
"BABYFOOD","BABYFOOD,DINNER,TURKEY&RICE,STR",7.94,0.899999976,52,2.27,1.659999967,88.22,0.338,1.24
"BABYFOOD","BABYFOOD,DINNER,TURKEY&RICE,JR",9.57,1,56,2.37,1.25,86.64,0.239,0.92
"BABYFOOD","BABYFOOD,DINNER,VEG&TURKEY,STR",7.62,1.5,48,2.32,1.539999962,88.82,0.236,0.9
"BABYFOOD","BABYFOOD,DINNER,VEG&TURKEY,JR",7.55,0.899999976,53,1.72,1.360000014,88.5,0.485,1.74
"BABYFOOD","BABYFOOD,DINNER,VEG&TURKEY,TODD",8,0,80,4.8,0,82.3,0,3.4
"BABYFOOD","BABYFOOD,DINNER,MACARONI&CHS,STR",8.95,0.699999988,67,3.14,1.269999981,85.25,1.291,2.11
"BABYFOOD","BABYFOOD,DINNER,MACARONI&CHS,JR",8.2,0.300000012,61,2.6,1.320000052,86.5,1.175,2
"BABYFOOD","BABYFOOD,VEG,GRN BNS,STR",6.29,2.200000048,27,1.2,1.879999995,91.85,0.039,0.17
"BABYFOOD","BABYFOOD,VEG,GRN BNS,JR",5.7,1.899999976,24,1.2,1.080000043,92.5,0.023,0.1
"BABYFOOD","BABYFOOD,GRN BNS,DICES,TODD",5.7,1.299999952,29,1.2,1.059999943,92.6,0.044,0.2
"BABYFOOD","BABYFOOD,VEG,GRN BNS&POTATOES",9,1.399999976,62,2.2,2.349999905,86.2,1.117,1.9
"BABYFOOD","BABYFOOD,VEG,BEETS,STR",7.7,1.899999976,34,1.3,6.090000153,90.1,0.016,0.1
"BABYFOOD","BABYFOOD,VEG,CARROTS,STR",6,1.700000048,27,0.8,3.640000105,92.3,0.018,0.1
"BABYFOOD","BABYFOOD,VEG,CARROTS,JR",7.2,1.700000048,32,0.8,3.160000086,91,0.036,0.2
"Babyfood","Babyfood, vegetables, squash, strained",5.73,0.899999976,28,0.81,3.369999886,92.66,0.02,0.2
"BABYFOOD","BABYFOOD,VEG,SQUASH,JR",5.73,0.899999976,24,0.81,3.24000001,92.66,0.02,0.2
"BABYFOOD","BABYFOOD,VEG,SWT POTATOES,STR",13.2,1.5,57,1.1,4.050000191,84.8,0.021,0.1
"BABYFOOD","BABYFOOD,VEG,SWT POTATOES,JR",13.9,1.5,60,1.1,4.239999771,84.1,0.021,0.1
"BABYFOOD","BABYFOOD,POTATOES,TODDLER",11.73,0.899999976,52,1,0.910000026,86.8,0.015,0.1
"BABYFOOD","BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",9.3,2,50,2,2.930000067,87.3,0.095,0.6
"BABYFOOD","BABYFOOD,APPLS,DICES,TODD",12.1,0.899999976,51,0.2,10.82999992,87.5,0.02,0.1
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC,STR",10.8,1.700000048,41,0.2,9.869999886,88.6,0.032,0.2
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC,JR",10.3,1.700000048,37,0,8.479999542,89.5,0,0
"BABYFOOD","BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",16.3,1.5,60,0.3,1.409999967,83.1,0,0
"BABYFOOD","BABYFOOD,VEG,CORN,CRMD,STR",14.1,2.099999905,57,1.4,1.230000019,83.6,0.076,0.4
"BABYFOOD","BABYFOOD,VEG,CORN,CRMD,JR",16.25,2.099999905,65,1.4,1.480000019,81.4,0.074,0.4
"BABYFOOD","BABYFOOD,VEG,PEAS,STR",8.36,2,50,3.27,2.00999999,87.52,0.07,0.43
"BABYFOOD","BABYFOOD,PEAS,DICES,TODD",10.3,3.900000095,64,3.9,4.130000114,84.6,0.14,0.8
"BABYFOOD","BABYFOOD,VEG,SPINACH,CRMD,STR",5.7,1.799999952,37,2.5,2.329999924,89.6,0.702,1.3
"BABYFOOD","BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",17.3,1.5,63,0.3,1.399999976,82.1,0,0
"BABYFOOD","BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",15.3,1.600000024,56,0.4,0.379999995,84,0.035,0.1
"BABYFOOD","BABYFOOD,FRUIT,PEACHES,STR",14.48,1.299999952,65,0.94,11.5,83.65,0.02,0.33
"BABYFOOD","BABYFOOD,FRUIT,PEACHES,JR",14.48,1.299999952,65,0.94,11.5,83.65,0.02,0.33
"BABYFOOD","BABYFOOD,FRUIT,PEARS,STR",10.8,3.599999905,42,0.3,6.980000019,88.4,0.012,0.2
"BABYFOOD","BABYFOOD,FRUIT,PEARS,JR",11.6,3.599999905,43,0.3,7.340000153,87.8,0.006,0.1
"BABYFOOD","BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",19.7,1.200000048,71,0.1,13.34000015,80,0,0
"BABYFOOD","BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",20.5,1.200000048,74,0.1,13.64000034,79.2,0,0
"BABYFOOD","BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",18.5,2.700000048,69,0.6,10.97000027,80.3,0.008,0.1
"BABYFOOD","BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",18.7,2.700000048,70,0.6,10.97000027,80.1,0.008,0.1
"BABYFOOD","BABYFOOD,PRUNES,WO/VIT C,STR",23.52,2.700000048,101,1,21.20999908,74.3,0.02,0.2
"BABYFOOD","BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",19,1.100000024,70,0.3,13,80,0.039,0.2
"BABYFOOD","BABYFOOD,PEARS,DICES,TODD",13.6,1.200000048,57,0.3,8.659999847,85.6,0.01,0.1
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",11.64,1.799999952,44,0.2,9.25,87.7,0.024,0.2
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",12.4,1.799999952,47,0.2,8.720000267,86.9,0.028,0.2
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",14.1,1.100000024,51,0,10.81000042,85.63,0,0
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR",14.1,1.100000024,51,0,10.60999966,85.6,0,0
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",16.16,1.600000024,66,0.37,4.349999905,83.14,0.04,0.1
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",10.1,1.5,37,0.1,0,89.5,0.01,0.1
"BABYFOOD","BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",10.5,1.5,39,0.1,0,89.1,0.011,0.1
"BABYFOOD","BABYFOOD,FRUIT,APPL & RASPBERRY,STR",15.6,2.099999905,58,0.2,12.96000004,83.8,0.033,0.2
"BABYFOOD","BABYFOOD,FRUIT,APPL & RASPBERRY,JR",15.4,2.099999905,58,0.2,12.96000004,84,0.032,0.2
"BABYFOOD","BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",15.3,1.399999976,64,0.3,11.60000038,84,0.041,0.22
"BABYFOOD","BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",18.4,1.600000024,68,0.2,8.409999847,81.1,0.036,0.1
"BABYFOOD","BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",17.8,1.600000024,65,0.2,10.72999954,81.7,0,0
"BABYFOOD","BABYFOOD,FRUIT,PEARS&PNAPPL,STR",10.9,2.599999905,41,0.3,7.789999962,88.5,0.007,0.1
"BABYFOOD","BABYFOOD,FRUIT,PEARS&PNAPPL,JR",11.4,2.599999905,44,0.3,7.360000134,87.8,0.013,0.2
"BABYFOOD","BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",17,0,63,0.2,0,82.5,0,0.1
"BABYFOOD","BABYFOOD,PEACHES,DICES,TODD",11.8,0.800000012,51,0.5,9.489999771,87.4,0.016,0.2
"BABYFOOD","BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",18.9,1.399999976,70,0.2,0,80.6,0,0.1
"BABYFOOD","BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",19.7,1.399999976,84,0.9,12.76000023,79,0.106,0.22
"BABYFOOD","BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",16.3,1.799999952,61,0.2,13.93000031,83.1,0.024,0.2
"BABYFOOD","BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",16.6,1.799999952,62,0.2,8.829999924,82.8,0.024,0.2
"BABYFOOD","BABYFOOD,JUICE,APPLE",11.7,0.100000001,47,0,10.69999981,88,0.018,0.1
"BABYFOOD","BABYFOOD,APPLE-BANANA JUC",12.3,0.200000003,51,0.2,11,87.1,0.018,0.1
"BABYFOOD","BABYFOOD,JUC,APPL&PEACH",10.5,0.100000001,43,0.2,9.590000153,89,0.018,0.1
"BABYFOOD","BABYFOOD,APPLE-CRANBERRY JUC",11.49,0,46,0,6.880000114,88.3,0.007,0.02
"BABYFOOD","BABYFOOD,JUC,APPL&PLUM",12.3,0.100000001,49,0.1,11.53999996,87.3,0,0
"BABYFOOD","BABYFOOD,JUC,APPL&PRUNE",18,0.100000001,72,0.2,10.57999992,81.3,0.018,0.1
"BABYFOOD","BABYFOOD,JUICE,ORANGE",10.2,0.100000001,45,0.6,8.260000229,88.5,0.035,0.3
"BABYFOOD","BABYFOOD,JUC,ORANGE&APPL",10.1,0,43,0.4,0,88.9,0,0.2
"BABYFOOD","BABYFOOD,JUC,ORANGE&APPL&BANANA",11.5,0.100000001,47,0.4,10.02999973,87.6,0.016,0.1
"BABYFOOD","BABYFOOD,JUC,ORANGE&APRICOT",10.9,0.100000001,46,0.8,0,87.8,0.011,0.1
"BABYFOOD","BABYFOOD,JUC,ORANGE&BANANA",11.9,0,50,0.7,0,86.9,0,0.1
"BABYFOOD","BABYFOOD,JUC,ORANGE&PNAPPL",11.7,0.100000001,48,0.5,0,87.3,0.01,0.1
"BABYFOOD","BABYFOOD,JUC,PRUNE&ORANGE",16.8,0,70,0.6,0,81.9,0,0.3
"BABYFOOD","BABYFOOD,JUC,MXD FRUIT",11.6,0.100000001,47,0.1,8.460000038,87.9,0.015,0.1
"BABYFOOD","BABYFOOD,CRL,BARLEY,DRY",75.3,8.199999809,365,11.1,3.099999905,6.8,0.418,3.4
"BABYFOOD","BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY",77.1,12.19999981,402,12.6,22.20000076,1.7,0.639,4.8
"BABYFOOD","BABYFOOD,CEREAL,MIXED,DRY",73.3,7.5,379,12.2,0.870000005,6.7,0.769,4.4
"BABYFOOD","BABYFOOD,CRL,MXD,W/BANANAS,DRY",77.1,7.800000191,391,10.7,6.679999828,4.5,0.846,4.6
"BABYFOOD","BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR",17.9,1.200000048,82,1.2,7.789999962,80,0.09,0.5
"BABYFOOD","BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",18.4,1.200000048,83,1.2,7.789999962,79.6,0.072,0.4
"BABYFOOD","BABYFOOD,CRL,OATMEAL,DRY",69.65,9,399,13.07,3.839999914,5.9,1.37,8
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY",73.4,5.199999809,393,12,13.75,4.7,1.267,6
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR",15.4,0.800000012,74,1.3,10.48999977,82.2,0.125,0.7
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR",15.7,0.800000012,75,1.3,9.479999542,81.8,0.126,0.7
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",69.3,0,391,13.5,0,5.8,0,7
"BABYFOOD","BABYFOOD,CEREAL,RICE,DRY",77.6,0.5,391,7.1,0.119999997,6.7,0.919,4.9
"BABYFOOD","BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR",17.1,1,80,1.2,2.24000001,81,0.114,0.4
"BABYFOOD","BABYFOOD,CRL,W/EGG YOLKS,STR",7,0.899999976,51,1.9,0,88.8,0.61,1.8
"BABYFOOD","BABYFOOD,CRL,W/EGG YOLKS,JR",7.1,0.899999976,52,1.9,0,88.7,0.61,1.8
"BABYFOOD","BABYFOOD,CRL,W/EGGS,STR",8,0,58,2.2,0,87.2,0.49,1.5
"BABYFOOD","BABYFOOD,CRL,EGG YOLKS&BACON,JR",6.2,0.899999976,79,2.5,0,85.9,1.64,5
"BABYFOOD","BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",74.15,7.800000191,402,10.5,11.09000015,5.4,1.572,7.05
"BABYFOOD","BABYFOOD,COOKIE,BABY,FRUIT",73.7,3.400000095,435,6.8,24.20000076,5.7,2.7,12.6
"BABYFOOD","BABYFOOD,CRACKERS,VEG",66.9,4,476,8.4,13,2,3.469,19.6
"BABYFOOD","BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",18.3,0.600000024,82,0.9,10.5,80.4,0.06,0.2
"BABYFOOD","BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",57.6,7.099999905,374,25.4,0,5.3,0.96,6.5
"BABYFOOD","BABYFOOD,CRL,RICE,W/BANANAS,DRY",79.9,1,404,8.7,16.70000076,4.7,0.978,4.2
"BABYFOOD","BABYFOOD,COOKIES",67.1,0.200000003,433,11.8,24.89999962,5.9,3.7,13.2
"BABYFOOD","BABYFOOD,COOKIES,ARROWROOT",71.2,0.200000003,442,7.6,0,5.6,3.33,14.3
"BABYFOOD","BABYFOOD,PRETZELS",82.2,2.299999952,397,10.8,3.079999924,4,0.316,2
"BABYFOOD","BABYFOOD,TEETHING BISCUITS",78.03,1.899999976,398,9,28.5,6.4,1.534,5
"No Category","ZWIEBACK",74.2,2.5,426,10.1,12.39999962,4.5,3.95,9.7
"BABYFOOD","BABYFOOD,DSSRT,DUTCH APPL,STR",19.74,1.399999976,75,0.2,17.88999939,79.5,0.19,0.4
"BABYFOOD","BABYFOOD,DSSRT,DUTCH APPL,JR",19.29,1.399999976,79,0.2,17.88999939,80.32,0.025,0.16
"BABYFOOD","BABYFOOD,CHERRY COBBLER,JR",19.2,0.200000003,78,0.3,10.39000034,79.8,0.02,0.1
"BABYFOOD","BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",17.8,0.300000012,68,0.2,9.149999619,81.5,0.087,0.3
"BABYFOOD","BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",18.4,0.300000012,69,0.2,16.97999954,81,0.058,0.2
"BABYFOOD","BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",17.7,0.600000024,80,1.1,0,79.8,0.545,0.9
"BABYFOOD","BABYFOOD,DSSRT,PEACH COBBLER,STR",17.8,0.699999988,65,0.3,10.61999989,81.8,0,0
"BABYFOOD","BABYFOOD,DSSRT,PEACH COBBLER,JR",18.3,0.699999988,67,0.3,11.89000034,81.2,0,0
"BABYFOOD","BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",20.3,0.699999988,81,1.3,10.27999973,77.6,0.099,0.3
"BABYFOOD","BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",16,0.600000024,59,0.3,12.60000038,83.4,0,0
"BABYFOOD","BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",17.2,0.600000024,63,0.3,12,82.2,0,0
"BABYFOOD","BABYFOOD,DSSRT,TROPICAL FRUIT,JR",16.4,0,60,0.2,0,83.2,0,0
"BABYFOOD","BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",16,0,85,1.6,11.5,79.9,1.01,2
"BABYFOOD","BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",17.58,0.200000003,86,1.76,12.19999981,79.31,0.325,0.98
"BABYFOOD","BABYFOOD,JUC,APPL&GRAPE",11.34,0.100000001,46,0.1,10.89999962,88.1,0.04,0.2
"BABYFOOD","BABYFOOD,JUC,FRUIT PUNCH,W/CA",12.7,0.400000006,52,0.2,10.60000038,86.5,0.02,0.1
"BABYFOOD","BABYFOOD,JUC,APPL&CHERRY",9.9,0.100000001,41,0.1,8.979999542,89.5,0.035,0.2
"BABYFOOD","BABYFOOD,JUC,APPL,W/CA",11.1,0.400000006,46,0.06,9,88.3,0.018,0.1
"BABYFOOD","BABYFOOD,DINNER,VEG&CHICK,JR",8.66,1.100000024,53,2.04,1.460000038,87.76,0.302,1.12
"BABYFOOD","BABYFOOD,DINNER,MXD VEG,STR",9.5,0,41,1.2,0,88.7,0,0.1
"BABYFOOD","BABYFOOD,DINNER,MXD VEG,JR",7.9,0,33,1,0,90.6,0,0
"BABYFOOD","BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",17.8,1.600000024,67,0.4,7.099999905,81.5,0.076,0.2
"BABYFOOD","BABYFOOD,VEG,MIX VEG JR",8.2,1.5,36,1.4,1.779999971,89.4,0.079,0.4
"BABYFOOD","BABYFOOD,VEG,GARDEN VEG,STR",6.8,1.5,32,2.3,2.569999933,90,0.035,0.2
"BABYFOOD","BABYFOOD,VEG,MIX VEG STR",8.05,1.5,36,1.2,1.570000052,89.8,0.089,0.5
"BABYFOOD","BABYFOOD,DINNER,BF NOODLE,JR",7.4,1.100000024,57,2.5,1.450000048,87.8,0.766,1.9
"BABYFOOD","BABYFOOD,APPLS W/HAM,STR",10.9,1.799999952,62,2.6,7.980000019,85.3,0.25,0.9
"BABYFOOD","BABYFOOD,CARROTS&BF,STR",5.7,2.599999905,59,3.4,2.039999962,87.3,0.96,2.5
"BABYFOOD","BABYFOOD,PLUMS,BANANAS&RICE,STR",12.7,1.299999952,57,1.1,9.300000191,85.6,0.06,0.3
"BABYFOOD","BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",7.5,0.800000012,59,3.8,0.660000026,86.3,0.5,1.6
"BABYFOOD","BABYFOOD,DINNER,APPLS&CHICK,STR",10.87,1.799999952,65,2.16,7.900000095,85.4,0.347,1.38
"BABYFOOD","BABYFOOD,DINNER,BROCCOLI & CHICK,JR",6.34,1.399999976,62,3.59,1.429999948,86.92,0.51,2.48
"BABYFOOD","BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",11.04,1.299999952,74,2.51,5.369999886,83.7,0.572,2.17
"BABYFOOD","BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",11.5,1.200000048,78,3.5,0.800000012,81.5,1.1,2
"BABYFOOD","BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",16.3,0,111,4.6,0,74.7,0,3.3
"BABYFOOD","BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",11.6,0,111,8.7,0,74.5,0,3.8
"BABYFOOD","BABYFOOD,CRL,MXD,PREP W/WHL MILK",15.9,1.299999952,113,4.8,0,74.6,1.927,3.5
"BABYFOOD","BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",16.6,1.299999952,115,4.5,0,74.3,1.982,3.6
"BABYFOOD","BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",15.3,1.100000024,116,5,0,74.5,2.258,4.1
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",16,0,116,4.7,0,74.3,0,3.8
"BABYFOOD","BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",15.3,0,115,5,0,74.5,0,3.9
"BABYFOOD","BABYFOOD,CRL,RICE,PREP W/WHL MILK",16.7,0.100000001,115,3.9,0,74.6,2.325,3.6
"BABYFOOD","BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",17.1,0,115,3.9,0,74.4,0,3.3
"BABYFOOD","BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",15.9,0,115,5,0,74.2,0,3.6
"BABYFOOD","BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",13.4,0,112,6.9,0,74.4,0,3.9
"BABYFOOD","BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",17,0.200000003,117,4.2,0,74.3,2.261,3.5
"INF FORMULA","INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",7.39,0,66,1.45,5,87.5,1.47,3.37
